Date,UGA,OVX,EMVIX,VIX,US Gasoline Stock KB,Iraq->US Crude Imports KB/D,Saudi->US Crude Imports KB/D
2019-06-28,30.85,39.402,19.14,15.73,230642.0,365.0,681.0
2019-07-05,31.530001,36.803333333333335,16.796666666666667,13.21,229187.0,362.0,501.0
2019-07-12,32.330002,31.062,16.766,13.280000000000001,232752.0,342.0,435.0
2019-07-19,30.4,33.148,15.712,13.498,232526.0,357.0,466.0
2019-07-26,30.66,32.596000000000004,16.466,12.622,230735.0,424.0,419.0
2019-08-02,29.75,32.892,18.444,15.674000000000001,235172.0,199.0,277.0
2019-08-09,27.959999,36.538,23.316,19.826,233760.0,218.0,556.0
2019-08-16,27.540001,34.934000000000005,24.330000000000002,20.072,234072.0,507.0,371.0
2019-08-23,27.889999,33.062,20.454,17.346,231982.0,205.0,531.0
2019-08-30,27.950001,33.17,21.195999999999998,19.168,229586.0,209.0,349.0
2019-09-06,28.82,34.25,18.9375,17.064999999999998,228904.0,547.0,271.0
2019-09-13,28.51,34.565999999999995,17.076,14.607999999999999,229685.0,358.0,451.0
2019-09-20,30.67,42.81,16.984,14.486,230204.0,190.0,631.0
2019-09-27,29.790001,38.518,18.48,16.242,229976.0,286.0,470.0
2019-10-04,29.18,39.392,20.034,18.304,228763.0,519.0,350.0
2019-10-11,30.459999,39.216,19.608,17.986,226201.0,181.0,390.0
2019-10-18,30.0,38.658,16.21,13.966,223094.0,281.0,452.0
2019-10-25,31.139999,35.686,15.928,13.766,220057.0,123.0,605.0
2019-11-01,31.540001,35.182,16.716,12.831999999999999,217229.0,283.0,177.0
2019-11-08,31.17,33.104,17.702,12.67,219090.0,259.0,346.0
2019-11-15,31.16,33.894,18.742,12.693999999999999,220846.0,303.0,435.0
2019-11-22,31.969999,32.55800000000001,17.284,12.714,225978.0,210.0,322.0
2019-11-29,30.65,32.675,16.8175,11.945,229363.0,313.0,460.0
2019-12-06,31.42,32.532,17.7,14.762,234768.0,353.0,480.0
2019-12-13,31.709999,27.994,17.006,14.62,237297.0,406.0,223.0
2019-12-20,32.540001,25.99,15.276,12.404,239260.0,360.0,493.0
2019-12-27,33.279999,24.9525,15.7475,12.84,242472.0,117.0,567.0
2020-01-03,33.439999,28.7075,17.45,13.7725,251609.0,468.0,416.0
2020-01-10,31.73,32.064,16.06,13.238,258287.0,537.0,203.0
2020-01-17,31.43,31.927999999999997,14.63,12.309999999999999,260032.0,227.0,360.0
2020-01-24,29.030001,31.215,17.0975,13.325,261235.0,143.0,555.0
2020-01-31,28.440001,37.542,21.074,17.046,261144.0,400.0,353.0
2020-02-07,28.969999,38.616,19.796,15.919999999999998,261049.0,229.0,494.0
2020-02-14,30.120001,36.775999999999996,17.778,14.357999999999999,259078.0,179.0,513.0
2020-02-21,30.57,33.692499999999995,18.3125,15.4625,256387.0,336.0,390.0
2020-02-28,25.82,45.22,30.948,31.941999999999997,252048.0,375.0,380.0
2020-03-06,24.379999,53.464,31.062,36.757999999999996,246999.0,352.0,443.0
2020-03-13,16.110001,111.20599999999999,53.739999999999995,57.791999999999994,240819.0,169.0,425.0
2020-03-20,11.12,156.55,82.442,74.61800000000001,239282.0,395.0,604.0
2020-03-27,10.56,165.302,59.548,62.75,246806.0,267.0,368.0
2020-04-03,11.97,161.616,52.720000000000006,53.077999999999996,257303.0,235.0,369.0
2020-04-10,11.81,138.665,44.8175,44.24,262217.0,36.0,410.0
2020-04-17,12.45,112.26199999999999,38.916000000000004,39.606,263234.0,188.0,268.0
2020-04-24,11.35,234.522,42.798,41.706,259565.0,0.0,365.0
2020-05-01,12.32,158.998,35.696000000000005,33.886,256407.0,251.0,579.0
2020-05-08,15.3,103.88,36.394,32.624,252894.0,258.0,548.0
2020-05-15,15.6,87.17,34.292,32.077999999999996,255724.0,133.0,644.0
2020-05-22,16.620001,79.404,30.441999999999997,29.101999999999997,255000.0,422.0,1590.0
2020-05-29,16.889999,72.8925,30.78,27.9325,257795.0,52.0,1587.0
2020-06-05,19.17,64.83,27.924,26.212,258661.0,403.0,1515.0
2020-06-12,17.790001,67.648,31.718,31.565999999999995,256995.0,55.0,1405.0
2020-06-19,19.85,63.254,34.826,33.92,255322.0,66.0,1381.0
2020-06-26,17.889999,61.38599999999999,31.130000000000003,32.786,256521.0,117.0,826.0
2020-07-03,19.559999,55.605,27.63,29.6275,251682.0,174.0,1421.0
2020-07-10,20.110001,50.89,28.226,28.4,248535.0,191.0,872.0
2020-07-17,19.18,47.967999999999996,27.48,28.630000000000003,246733.0,311.0,461.0
2020-07-24,19.99,42.234,23.332,25.107999999999997,247387.0,0.0,303.0
2020-07-31,18.719999,41.706,23.928,24.7,247806.0,49.0,190.0
2020-08-07,19.33,38.79600000000001,22.863999999999997,23.178,247084.0,355.0,291.0
2020-08-14,19.889999,35.589999999999996,23.294,22.524,243762.0,0.0,433.0
2020-08-21,20.129999,32.698,21.72,22.131999999999998,239179.0,197.0,319.0
2020-08-28,20.85,32.974000000000004,22.838,23.02,234859.0,215.0,197.0
2020-09-04,19.51,37.024,28.292,28.689999999999998,231905.0,231.0,100.0
2020-09-11,18.389999,51.9025,26.1025,29.2125,231524.0,157.0,331.0
2020-09-18,20.42,42.706,22.682,25.954,227499.0,0.0,304.0
2020-09-25,20.16,42.62,26.194,27.622000000000003,228182.0,43.0,339.0
2020-10-02,18.99,47.126,26.938,26.631999999999998,226747.0,49.0,426.0
2020-10-09,20.360001,45.013999999999996,26.302,27.372000000000003,225121.0,114.0,444.0
2020-10-16,19.74,44.3675,22.950000000000003,26.383999999999997,227016.0,191.0,262.0
2020-10-23,19.32,45.542,25.962,28.568,226124.0,97.0,223.0
2020-10-30,17.66,59.02,30.860000000000003,36.34,227665.0,132.0,206.0
2020-11-06,18.719999,58.866,28.832,30.938,225356.0,186.0,357.0
2020-11-13,19.34,50.044,23.682,24.490000000000002,227967.0,92.0,357.0
2020-11-20,20.15,45.662,22.244,23.162,230147.0,197.0,293.0
2020-11-27,21.59,43.85,22.130000000000003,21.5975,233638.0,0.0,73.0
2020-12-04,21.68,44.03,25.274,20.916,237859.0,109.0,281.0
2020-12-11,22.42,38.822,23.282,22.016,238879.0,0.0,73.0
2020-12-18,23.9,38.398,23.046,22.722,237754.0,105.0,198.0
2020-12-25,23.620001,40.730000000000004,24.79,23.5575,236562.0,123.0,118.0
2021-01-01,24.309999,38.5375,24.55,22.575,241081.0,0.0,0.0
2021-01-08,26.59,38.906,25.689999999999998,24.262,245476.0,91.0,328.0
2021-01-15,26.200001,36.858000000000004,25.491999999999997,23.442,245217.0,97.0,135.0
2021-01-22,26.57,35.585,25.802500000000002,22.0125,247686.0,115.0,206.0
2021-01-29,26.799999,39.202000000000005,28.592000000000002,29.344,252153.0,90.0,180.0
2021-02-05,28.440001,37.04,23.86,24.27,256412.0,114.0,282.0
2021-02-12,29.17,34.074,21.84,21.216,257084.0,227.0,237.0
2021-02-19,30.07,36.9225,23.61,21.875,257096.0,0.0,143.0
2021-02-26,31.299999,40.194,27.95,24.948,243472.0,68.0,368.0
2021-03-05,33.299999,39.446000000000005,27.862000000000002,25.470000000000002,231603.0,141.0,251.0
2021-03-12,34.52,37.958,26.904000000000003,22.932,232075.0,165.0,308.0
2021-03-19,31.17,41.739999999999995,25.106,20.316,232279.0,105.0,280.0
2021-03-26,31.6,49.724000000000004,24.881999999999998,19.81,230544.0,88.0,345.0
2021-04-02,32.200001,42.314,23.33,19.27,234588.0,245.0,258.0
2021-04-09,31.530001,41.114,20.592000000000002,17.366,234897.0,223.0,181.0
2021-04-16,32.720001,34.986000000000004,19.458000000000002,16.674,234982.0,34.0,358.0
2021-04-23,32.099998,38.256,26.718,17.901999999999997,235074.0,270.0,480.0
2021-04-30,33.119999,38.17,20.0,17.740000000000002,235811.0,41.0,178.0
2021-05-07,34.099998,38.2,21.726,18.404,236189.0,235.0,224.0
2021-05-14,33.98,37.452,24.196,22.206,234226.0,199.0,424.0
2021-05-21,33.349998,38.204,23.154,20.812,232481.0,184.0,277.0
2021-05-28,34.34,34.565999999999995,19.586000000000002,17.619999999999997,233980.0,163.0,188.0
2021-06-04,35.349998,32.9625,19.6825,17.46,241026.0,173.0,144.0
2021-06-11,35.0,32.20399999999999,19.106,16.626,242980.0,305.0,381.0
2021-06-18,34.709999,33.862,19.178,18.002,240050.0,151.0,555.0
2021-06-25,36.119999,33.464,22.764,16.492,241572.0,142.0,565.0
2021-07-02,36.869999,32.386,18.424,15.632,235497.0,229.0,316.0
2021-07-09,36.59,38.855000000000004,20.9675,16.955,236535.0,182.0,347.0
2021-07-16,35.849998,37.504,18.919999999999998,17.016,236414.0,480.0,359.0
2021-07-23,36.439999,42.403999999999996,21.208,19.006,234161.0,145.0,363.0
2021-07-30,37.470001,34.312,25.93,18.238,228870.0,82.0,351.0
2021-08-06,36.279999,38.89,23.122,17.78,227469.0,120.0,302.0
2021-08-13,36.23,38.658,21.334,16.122,228165.0,150.0,363.0
2021-08-20,32.189999,40.17,22.22,19.166,225924.0,77.0,286.0
2021-08-27,36.380001,36.464,21.506,17.278,227214.0,174.0,345.0
2021-09-03,36.860001,34.788,19.682,16.32,219999.0,106.0,296.0
2021-09-10,36.75,33.0575,21.0325,18.9625,218142.0,50.0,369.0
2021-09-17,37.150002,32.846000000000004,21.896,19.302,221616.0,42.0,399.0
2021-09-24,37.360001,33.684,26.2,21.464,221809.0,0.0,561.0
2021-10-01,39.389999,36.480000000000004,26.834000000000003,21.772,225065.0,31.0,622.0
2021-10-08,41.470001,39.928000000000004,25.454,20.714,223107.0,188.0,304.0
2021-10-15,43.419998,36.538,19.984,18.330000000000002,217739.0,239.0,319.0
2021-10-22,43.549999,35.748000000000005,18.848,15.588,215746.0,155.0,336.0
2021-10-29,42.470001,36.87,20.044,16.198,214258.0,187.0,397.0
2021-11-05,41.599998,37.628,21.042,15.892000000000001,212703.0,51.0,598.0
2021-11-12,41.5,36.686,21.314,17.536,211996.0,42.0,453.0
2021-11-19,39.470001,35.934000000000005,21.046,17.094,211393.0,245.0,424.0
2021-11-26,36.810001,43.055,24.0825,21.4375,215422.0,221.0,475.0
2021-12-03,35.849998,67.71400000000001,29.02,27.978,219304.0,248.0,393.0
2021-12-10,39.419998,48.648,23.875999999999998,21.848,218585.0,29.0,463.0
2021-12-17,39.32,51.089999999999996,22.378,20.726,224118.0,359.0,384.0
2021-12-24,40.810001,49.194,21.4775,20.1175,222659.0,268.0,609.0
2021-12-31,40.959999,41.574,19.506,17.344,232787.0,226.0,418.0
2022-01-07,42.490002,39.08,20.238,18.322,240748.0,317.0,294.0
2022-01-14,44.82,36.928,21.358,18.986,246621.0,434.0,381.0
2022-01-21,44.889999,42.1875,25.5625,25.27,247918.0,133.0,596.0
2022-01-28,46.82,47.156,28.172000000000004,30.233999999999998,250037.0,412.0,613.0
2022-02-04,49.099998,42.31,23.174,23.29,248393.0,226.0,383.0
2022-02-11,50.380001,43.05,22.264,23.106,247061.0,225.0,250.0
2022-02-18,49.549999,50.344,25.174,26.836000000000002,246479.0,285.0,358.0
2022-02-25,50.689999,49.79,30.8325,29.435,246011.0,295.0,520.0
2022-03-04,61.970001,63.424,35.642,31.333999999999996,244606.0,188.0,701.0
2022-03-11,57.84,72.666,38.342,33.002,240991.0,161.0,562.0
2022-03-18,56.790001,65.05199999999999,35.842,27.562,238043.0,489.0,534.0
2022-03-25,60.450001,70.196,27.726,22.504,238828.0,82.0,333.0
2022-04-01,55.93,60.512,27.912,19.61,236787.0,71.0,573.0
2022-04-08,55.27,53.726,23.869999999999997,20.881999999999998,233139.0,155.0,328.0
2022-04-15,59.650002,53.660000000000004,24.747500000000002,23.2875,232378.0,266.0,255.0
2022-04-22,58.279999,50.903999999999996,25.572,22.95,230805.0,242.0,438.0
2022-04-29,61.310001,52.970000000000006,30.060000000000002,31.106,228575.0,181.0,554.0
2022-05-06,67.75,54.176,29.094,29.68,224968.0,326.0,306.0
2022-05-13,70.360001,54.263999999999996,31.756,32.188,220189.0,242.0,420.0
2022-05-20,68.910004,51.2,27.492,28.662,219707.0,282.0,588.0
2022-05-27,72.879997,47.275999999999996,26.589999999999996,27.904000000000003,218996.0,326.0,345.0
2022-06-03,80.059998,48.2475,24.2275,25.586000000000002,218184.0,196.0,349.0
2022-06-10,77.480003,44.988,24.662,25.378,217474.0,555.0,681.0
2022-06-17,70.650002,47.338,28.78,32.082,218963.0,100.0,760.0
2022-06-24,72.370003,47.78,27.13,29.29,221608.0,76.0,701.0
2022-07-01,70.260002,48.089999999999996,25.416,27.776,219112.0,362.0,398.0
2022-07-08,65.949997,53.0625,26.060000000000002,26.504,224937.0,302.0,634.0
2022-07-15,61.380001,52.812,27.188,26.182,228435.0,454.0,242.0
2022-07-22,60.77,48.982,24.875999999999998,23.964,225131.0,165.0,516.0
2022-07-29,62.240002,47.624,23.04,22.99,225294.0,369.0,500.0
2022-08-05,57.290001,51.352,23.404000000000003,22.262,220316.0,181.0,412.0
2022-08-12,61.369999,45.712,20.834,20.506,215674.0,163.0,244.0
2022-08-19,60.610001,49.236000000000004,19.628,19.94,215647.0,225.0,247.0
2022-08-26,58.139999,48.436,20.646,23.613999999999997,214475.0,401.0,330.0
2022-09-02,53.380001,51.476,23.258000000000003,25.863999999999997,214808.0,222.0,423.0
2022-09-09,52.91,50.8625,24.115,24.788,213040.0,343.0,425.0
2022-09-16,52.880001,45.730000000000004,23.27,25.974,214610.0,120.0,489.0
2022-09-23,51.540001,48.31,24.589999999999996,27.636000000000003,212188.0,202.0,422.0
2022-09-30,52.75,55.538,28.988,31.7,207460.0,275.0,398.0
2022-10-07,60.849998,55.396,28.625999999999998,29.919999999999998,209482.0,109.0,370.0
2022-10-14,58.48,51.136,31.942,32.722,209368.0,130.0,230.0
2022-10-21,58.330002,48.468,31.788,30.46,207890.0,220.0,325.0
2022-10-28,60.57,48.098,30.415999999999997,27.746000000000002,206633.0,134.0,533.0
2022-11-04,64.879997,47.233999999999995,29.426,25.48,205733.0,503.0,519.0
2022-11-11,62.07,44.214,28.962,24.406,207940.0,141.0,211.0
2022-11-18,56.939999,45.506,27.826,23.886000000000003,210998.0,385.0,685.0
2022-11-25,55.66,48.7825,25.595,20.984,213768.0,363.0,338.0
2022-12-02,55.540001,47.19199999999999,24.872,20.716,219087.0,252.0,274.0
2022-12-09,49.970001,46.756,25.815999999999995,22.144,223583.0,282.0,317.0
2022-12-16,51.700001,43.234,21.686,22.828,226113.0,227.0,513.0
2022-12-23,57.349998,41.69,21.582,21.362000000000002,223008.0,289.0,473.0
2022-12-30,59.939999,42.8275,23.965,21.725,222662.0,354.0,479.0
2023-01-06,54.400002,44.21,23.88,22.125,226776.0,150.0,464.0
2023-01-13,61.23,40.602,21.442,20.163999999999998,230259.0,201.0,453.0
2023-01-20,63.75,39.045,19.877499999999998,19.912,232022.0,195.0,433.0
2023-01-27,62.169998,38.164,19.8,19.066,234598.0,469.0,640.0
2023-02-03,55.900002,38.938,20.704,18.854,239606.0,230.0,384.0
2023-02-10,60.330002,36.978,21.104000000000003,19.792,241922.0,322.0,262.0
2023-02-17,58.240002,36.242000000000004,20.09,19.534,240066.0,251.0,545.0
2023-02-24,57.560001,37.3375,21.285,21.84,239192.0,290.0,310.0
2023-03-03,61.380001,36.082,20.003999999999998,20.062,238058.0,265.0,476.0
2023-03-10,58.869999,34.36,21.47,20.944,235997.0,346.0,385.0
2023-03-17,55.5,47.089999999999996,21.381999999999998,24.978,229598.0,144.0,483.0
2023-03-24,57.740002,48.298,20.964,22.428,226694.0,138.0,228.0
2023-03-31,60.790001,43.082,19.96,19.482,222575.0,345.0,514.0
2023-04-07,63.529999,38.2025,18.56,18.7575,222245.0,241.0,376.0
2023-04-14,64.330002,33.513999999999996,17.851999999999997,18.406,223544.0,180.0,339.0
2023-04-21,59.450001,34.528,16.814,16.836000000000002,221136.0,222.0,393.0
2023-04-28,58.360001,36.712,18.009999999999998,17.46,222878.0,148.0,242.0
2023-05-05,55.07,39.95,18.72,17.896,219711.0,247.0,381.0
2023-05-12,56.23,35.572,17.862000000000002,17.118000000000002,218330.0,174.0,415.0
2023-05-19,59.27,35.89,17.778,16.968,216277.0,136.0,212.0
2023-05-26,61.349998,35.836,18.676,18.572,216070.0,114.0,534.0
2023-06-02,59.349998,40.115,18.1925,16.622,218815.0,430.0,66.0
2023-06-09,61.66,35.306,16.101999999999997,14.022,220923.0,252.0,677.0
2023-06-16,63.459999,33.69,14.998000000000001,14.307999999999998,221402.0,102.0,146.0
2023-06-23,60.18,34.575,16.8275,13.524000000000001,222005.0,216.0,460.0
2023-06-30,62.66,36.306,16.56,13.709999999999999,219456.0,122.0,313.0
2023-07-07,63.59,34.3675,17.2875,14.344,219452.0,134.0,444.0
2023-07-14,65.019997,32.702,18.240000000000002,14.080000000000002,218386.0,259.0,426.0
2023-07-21,69.440002,30.571999999999996,18.57,13.626,217600.0,273.0,242.0
2023-07-28,72.800003,29.848000000000003,18.438,13.74,219081.0,235.0,427.0
2023-08-04,70.370003,28.433999999999997,20.516,15.334,216420.0,305.0,330.0
2023-08-11,74.589996,27.748,21.052,15.681999999999999,216158.0,304.0,285.0
2023-08-18,71.010002,28.424,20.316,16.65,217626.0,283.0,221.0
2023-08-25,72.629997,28.724,18.887999999999998,16.592,217412.0,232.0,462.0
2023-09-01,71.080002,27.392000000000003,17.04,14.014,214746.0,100.0,567.0
2023-09-08,72.980003,27.932499999999997,17.6125,14.104,220307.0,248.0,383.0
2023-09-15,74.620003,25.476,14.942000000000002,13.624,219476.0,233.0,383.0
2023-09-22,71.0,30.113999999999997,17.592,15.597999999999999,220503.0,280.0,383.0
2023-09-29,67.660004,31.72,19.578,17.784,226984.0,306.0,291.0
2023-10-06,61.669998,34.574,20.184,18.381999999999998,225671.0,247.0,67.0
2023-10-13,63.830002,40.218,19.086000000000002,17.366,223301.0,127.0,208.0
2023-10-20,66.720001,43.192,19.54,19.484,223457.0,182.0,436.0
2023-10-27,65.269997,43.660000000000004,20.601999999999997,20.296,223522.0,351.0,294.0
